1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.55426,1
-0.14489,0,-0.989418,0,-0.0930863,0.995564,0.013635,0,0.985029,0.0940822,-0.144247,0,1.60248,0.165187,-1.45027,1
-0.394062,0,-0.919062,0,-0.153182,0.986012,0.0656825,0,0.906206,0.166673,-0.388549,0,0.625287,0.194767,-1.74234,1
-0.998027,0,-0.0627907,0,-0.0162514,0.965926,0.258308,0,0.0606512,0.258819,-0.96402,0,-1.68657,0.141698,-2.16488,1
0.104528,0,-0.994522,0,-0.0520493,0.99863,-0.00547059,0,0.993159,0.052336,0.104385,0,-0.470263,-0.496167,0.347591,1
0.0523359,0,-0.99863,0,0.0418183,0.999123,0.0021916,0,0.997753,-0.0418756,0.05229,0,-1.34829,-0.677313,0.147417,1
-4.37114e-08,0,-1,0,4.10763e-34,1,5.87995e-36,0,1,-4.1081e-34,-4.37114e-08,0,-2.47212,-0.577712,0.024482,1
-4.37114e-08,0,-1,0,2.8026e-45,1,2.8026e-45,0,1,-2.8026e-45,-4.37114e-08,0,-3.25449,-0.577712,0.024482,1
-4.37114e-08,0,-1,0,2.8026e-45,1,2.8026e-45,0,1,-2.8026e-45,-4.37114e-08,0,-4.01653,-0.577712,0.024482,1
0.127235,0,-0.99142,0,-0.0861429,0.996111,-0.0114593,0,0.987567,0.086929,0.12671,0,-4.73525,-0.407154,0.27485,1
0.838671,0,0.544639,0,0.252329,0.886204,-0.388553,0,-0.482661,0.463296,0.743233,0,-7.58575,0.0576945,1.00088,1
0.954236,0,0.299056,0,0.0482068,0.986875,-0.153817,0,-0.295131,0.161194,0.941711,0,-6.95184,-0.774481,0.801499,1
0.900319,0,0.435231,0,-0.00455765,0.999945,0.00942796,0,-0.435207,-0.0104718,0.90027,0,-6.93784,-1.14413,0.0208582,1
0.518028,0,0.855364,0,-0.0447663,0.99863,0.0271115,0,-0.854192,-0.052336,0.517318,0,-7.37763,-1.19919,-1.23322,1
-0.707106,0,0.707108,0,-0.0443997,0.998027,-0.0443996,0,-0.705713,-0.0627905,-0.705711,0,-6.19518,-1.16498,-3.70648,1
-0.0738586,0,0.997263,0,-0.12499,0.992115,-0.00925694,0,-0.9894,-0.125333,-0.0732762,0,-6.14027,-1.21088,-2.11337,1
-0.0627901,0,0.998027,0,-0.135448,0.990748,-0.00852159,0,-0.988793,-0.135716,-0.0622092,0,-5.42025,-1.13667,-2.04303,1
0.010472,0,0.999945,0,-9.41292e-07,1,8.60991e-09,0,-0.999945,-9.41341e-07,0.010472,0,-4.56934,-0.768586,-1.85515,1
-0.683218,0,0.730191,0,0.0534779,0.997315,0.0500376,0,-0.72823,0.0732382,-0.681383,0,-3.27868,-0.657073,-3.05126,1
-0.518044,0,0.855354,0,-0.372244,0.900337,-0.225448,0,-0.770107,-0.435192,-0.466414,0,-2.56697,-1.55792,-1.97927,1
