1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.751927,1
0.299042,0,-0.95424,0,-0.0997453,0.994522,-0.0312584,0,0.949013,0.104528,0.297403,0,0,0,-0.751927,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,0,0,-0.751927,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-0.580683,-0.0610858,-0.727591,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-1.34867,-0.141875,-0.695404,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-2.10353,-0.221283,-0.663768,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-2.3284,-0.246384,-0.326128,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-2.81112,-0.297164,-0.305897,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-3.8858,-0.410217,-0.260854,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-4.90081,-0.516992,-0.218314,1
-0.0418742,0,-0.999123,0,-0.104437,0.994522,0.00437705,0,0.99365,0.104528,-0.0416448,0,-5.7824,-0.609732,-0.181366,1
0.637424,0,-0.770513,0,-0.136446,0.984196,-0.112878,0,0.758336,0.177085,0.62735,0,-6.10201,-0.643353,-0.167971,1
0.637424,0,-0.770513,0,-0.136446,0.984196,-0.112878,0,0.758336,0.177085,0.62735,0,-6.49457,-0.735023,-0.492723,1
0.998027,0,-0.0627908,0,-0.0117658,0.982287,-0.187012,0,0.0616786,0.187381,0.980349,0,-6.49457,-0.735023,-0.492723,1
0.984196,0,0.177084,0,1.03138e-26,1,-5.9755e-26,0,-0.177084,6.06419e-26,0.984196,0,-6.49457,-0.735023,-0.492723,1
0.984196,0,0.177084,0,2.8026e-45,1,-2.8026e-45,0,-0.177084,2.8026e-45,0.984196,0,-6.3744,-0.735023,-1.16059,1
0.984196,0,0.177084,0,2.8026e-45,1,-2.8026e-45,0,-0.177084,2.8026e-45,0.984196,0,-6.2102,-0.735023,-2.07319,1
0.25882,0,0.965926,0,0.0808266,0.996493,-0.0216575,0,-0.962538,0.0836778,0.257912,0,-5.82556,-0.768461,-2.17626,1
0.207913,0,0.978147,0,0.607574,0.783694,-0.129144,0,-0.766568,0.621148,0.16294,0,-5.75851,-0.822796,-2.19051,1
0.197658,0,0.980271,0,0.341696,0.937282,-0.0688983,0,-0.91879,0.348573,0.185262,0,-5.33402,-1.22959,-2.24376,1
0.114938,0,0.993372,0,0.134817,0.990748,-0.015599,0,-0.984182,0.135716,0.113875,0,-4.12338,-1.39653,-2.38384,1
-0.0104702,0,0.999945,0,-0.0732336,0.997315,-0.000766815,0,-0.99726,-0.0732376,-0.0104421,0,-2.6386,-1.3046,-2.40067,1
-0.0104702,0,0.999945,0,-0.0732336,0.997315,-0.000766815,0,-0.99726,-0.0732376,-0.0104421,0,-1.4816,-1.21963,-2.38855,1
-0.0104702,0,0.999945,0,-0.0732336,0.997315,-0.000766815,0,-0.99726,-0.0732376,-0.0104421,0,-0.0401139,-1.11377,-2.37345,1
-0.0104702,0,0.999945,0,-0.0732336,0.997315,-0.000766815,0,-0.99726,-0.0732376,-0.0104421,0,0.901981,-1.04458,-2.36358,1
-0.0104702,0,0.999945,0,-0.0732336,0.997315,-0.000766815,0,-0.99726,-0.0732376,-0.0104421,0,1.66584,-0.988483,-2.35558,1
-0.0104702,0,0.999945,0,-0.0732336,0.997315,-0.000766815,0,-0.99726,-0.0732376,-0.0104421,0,2.67074,-0.914684,-2.34506,1
-0.0104702,0,0.999945,0,-0.0732336,0.997315,-0.000766815,0,-0.99726,-0.0732376,-0.0104421,0,3.4111,-0.860312,-2.33731,1
-0.258817,0,0.965927,0,0.0202294,0.999781,0.00542041,0,-0.965715,0.020943,-0.25876,0,3.84407,-0.828516,-2.33277,1
-0.444633,0,0.895713,0,0.121563,0.990748,0.0603439,0,-0.887426,0.135716,-0.440519,0,4.70478,-0.923517,-1.96841,1
-0.66131,0,0.750113,0,-0.125095,0.985996,-0.110285,0,-0.739608,-0.166768,-0.652049,0,6.0112,-1.08571,-1.0025,1
-0.66131,0,0.750112,0,-0.209274,0.960294,-0.184499,0,-0.720328,-0.278991,-0.635053,0,6.9337,-0.735732,-0.0658749,1
-0.66131,0,0.750112,0,-0.209274,0.960294,-0.184499,0,-0.720328,-0.278991,-0.635053,0,7.56715,-0.490391,0.492581,1
